row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
3529,54,A,5440,21686,860,35483,913,17,5
3530,53,C,3263,3479,827,34210,2251,17,2
3531,43,C,3808,4642,728,40019,2030,14,2
3532,27,A,4618,29179,618,18835,1835,17,3
3533,54,E,7350,44361,1730,22237,1929,18,6
3534,30,D,2130,3383,548,20591,2201,12,0
3535,29,C,3771,4224,629,31759,1594,12,3
3536,8,B,5680,20063,1179,28406,1449,18,5
3537,47,C,2820,5368,819,19540,1306,14,2
3538,37,D,4049,11259,511,17654,1870,15,3
3539,33,E,7849,83698,1813,30285,1895,17,6
3540,30,A,5126,32192,728,40998,2327,13,3
3541,52,B,6750,15046,1121,24529,1563,14,6
3542,53,A,4972,24189,1020,33066,1909,17,4
3543,37,A,4958,45316,903,23794,1258,21,4
3544,48,A,4421,30046,1006,36169,1125,14,4
3545,30,E,8685,72265,2161,36387,1536,16,8
3546,48,B,5240,17525,1236,31997,1606,17,4
3547,40,B,6437,5465,1230,24093,1516,20,5
3548,53,B,6177,14263,1150,31019,1695,19,5
3549,45,D,1171,2201,494,36192,1301,10,0
3550,46,C,3627,2289,684,30092,1610,14,3
3551,31,E,7828,46498,1740,18921,1414,17,7
3552,29,A,4621,21620,931,16187,1796,15,3
3553,41,A,4863,5593,844,34111,1929,19,3
3554,42,B,6716,23854,999,38118,1272,14,6
3555,33,A,4913,24131,905,28941,2380,13,3
3556,36,D,1797,4265,507,36003,2064,13,0
3557,24,C,3988,2583,738,23164,1961,17,3
3558,49,E,8752,59831,1433,35064,1498,22,8
3559,38,C,3818,6090,822,36951,1780,12,3
3560,36,B,6447,27645,1216,30528,1802,15,5
3561,30,C,3533,7848,857,23598,1700,18,2
3562,39,B,7563,23252,1045,21636,1268,13,7
3563,50,B,7169,12147,1195,29624,1326,22,6
3564,50,C,4144,5147,913,24290,1862,15,3
3565,29,D,2746,3445,506,40661,1698,11,2
3566,18,E,8238,83179,1645,39067,1165,18,8
3567,39,A,5207,9091,710,29938,1163,12,5
3568,35,A,5598,48042,1147,30832,1936,19,4
3569,41,C,3320,10768,646,38409,1774,12,2
3570,35,E,9353,78337,1874,39526,1610,21,8
3571,41,E,7275,47864,1631,21843,1267,18,7
3572,45,B,5906,27328,1193,27595,937,20,5
3573,30,E,7999,62530,1197,40933,1574,21,7
3574,55,B,7386,11046,1142,23929,1189,19,7
3575,58,D,3070,4396,592,16381,1728,11,2
3576,39,E,6975,25281,1944,19226,2216,18,5
3577,37,E,7619,11462,1021,28014,1457,20,7
3578,30,D,3168,5063,457,38480,1339,11,2
3579,46,E,8078,48094,2106,21828,1245,18,7
3580,26,D,1680,3047,488,34719,1294,14,1
3581,44,D,3180,6548,459,26940,1740,12,2
3582,30,A,4919,23797,940,30342,1479,19,4
3583,41,D,3316,10644,495,30910,1621,11,2
3584,57,E,7458,29999,1623,18942,1393,14,7
3585,47,D,2577,4220,470,16644,1214,12,2
3586,42,B,7047,4245,1092,17325,1050,18,6
3587,56,C,3477,9196,970,35629,1399,15,3
3588,26,E,8595,74162,2359,30893,1490,18,8
3589,43,C,3334,70,805,30580,1401,14,2
3590,40,D,2740,5545,536,20061,1438,11,2
3591,51,B,7236,12023,1249,19672,1518,16,6
3592,27,B,6271,5312,1125,28953,1334,19,5
3593,55,E,7260,75566,2408,19371,1863,19,6
3594,46,A,5490,20068,1077,17528,1322,18,5
3595,38,C,3506,8084,793,29482,1439,14,3
3596,35,D,4011,10166,522,31781,1213,16,3
3597,46,D,2625,4905,467,24622,1488,10,2
3598,31,E,8597,75782,1612,17098,2084,15,7
3599,36,C,3739,3576,1083,27623,1651,15,3
3600,46,C,3036,6981,794,35289,1518,16,2
3601,37,B,6985,27896,1106,17080,2325,22,5
3602,39,D,1880,2311,578,21350,2622,12,0
3603,46,E,8283,58011,1209,31978,1712,19,7
3604,31,C,3441,1379,1018,16487,1343,18,3
3605,57,E,7943,28737,1672,19066,1702,17,7
3606,38,C,3364,5535,992,24789,2355,16,2
3607,47,E,6482,20138,1777,19434,1724,20,5
3608,33,D,2737,5361,510,19336,2306,14,1
3609,39,D,2843,5391,418,24345,2022,12,1
3610,43,D,2854,7087,509,23330,1303,13,2
3611,34,D,2517,5055,421,41749,2038,13,1
3612,40,C,4528,4869,802,24974,1771,15,3
3613,48,B,6725,25181,1283,16719,1481,17,6
3614,55,D,1892,3517,491,35490,1666,9,1
3615,22,B,8971,22585,1039,21537,1787,16,8
3616,38,B,6961,13802,1243,40469,1487,21,6
3617,36,A,4539,23525,1115,15737,1580,17,3
3618,38,A,5074,41483,1024,20373,1644,19,4
3619,47,D,2809,5332,531,30589,1625,9,2
3620,35,A,3540,10615,693,19099,2370,21,2
3621,48,A,5173,28988,812,26551,1704,21,4
3622,45,E,8171,44445,1679,36710,1777,19,7
3623,23,E,9031,29755,2181,22103,1816,19,8
3624,44,E,8111,71749,1706,29813,1628,16,7
3625,44,E,8095,45560,1541,21303,2167,18,6
3626,47,D,1406,2744,566,21957,2458,11,0
3627,38,A,5444,11156,965,26094,2392,19,4
3628,50,E,8087,20485,1283,36392,1383,14,7
3629,33,C,3538,5738,637,22746,1616,18,2
3630,47,A,5919,20323,895,18238,1765,18,5
3631,34,A,5383,24720,1059,21377,1120,19,5
3632,49,B,7875,24840,1281,27091,2544,19,6
3633,36,D,2164,3955,525,18427,1332,9,1
3634,55,C,3603,8570,727,42014,1575,15,3
3635,59,B,7801,9622,1021,30557,1745,18,7
3636,56,D,1785,3292,417,40665,1301,12,1
3637,53,D,1859,4162,459,36644,1153,12,1
3638,35,A,5795,38928,1310,19200,2038,16,4
3639,49,E,7795,62784,1602,31839,1989,18,6
3640,34,C,4596,13415,741,18160,1576,15,4
3641,37,C,3982,10121,711,35914,1371,14,3
3642,40,D,3178,7464,548,17985,1851,14,2
3643,37,B,7219,17322,1178,20092,1853,18,6
3644,48,B,8080,14693,1155,40039,1664,16,7
3645,52,D,2933,6938,448,27621,1534,14,2
3646,18,D,1384,3004,508,19746,1691,13,0
3647,52,D,2636,5356,524,26957,2473,14,1
3648,40,D,3467,2741,516,16754,1714,12,2
3649,51,A,4449,22458,1333,30157,1240,17,4
3650,30,A,4764,23073,947,34896,1486,17,4
3651,32,D,3228,3873,564,27485,1509,11,2
3652,56,A,5499,18774,1097,41398,1652,18,4
3653,38,D,2786,5110,446,16246,1530,12,2
3654,38,C,3830,6647,613,22545,1337,15,3
3655,53,C,3306,9355,519,40063,1659,9,2
3656,59,C,3765,7662,742,42048,2090,19,2
3657,43,E,8439,38428,1922,18192,1595,18,7
3658,56,B,5321,22948,1195,32414,2139,19,4
3659,36,C,2962,5122,737,24173,2095,14,1
3660,21,B,6644,17474,911,39950,1809,21,5
3661,48,E,7789,19410,1467,28109,1515,19,7
3662,42,D,3126,7742,495,34595,1924,12,2
3663,46,B,6548,17199,1110,25687,1057,15,6
3664,53,B,6558,11762,1077,16165,2109,16,5
3665,40,D,2457,7007,538,26094,1313,13,2
3666,39,E,8117,45591,1618,28236,1345,17,7
3667,35,D,1867,3508,437,26263,1899,13,0
3668,47,D,3164,7432,473,22429,2016,9,2
3669,30,A,4847,20679,768,35281,1906,14,3
3670,58,D,1199,544,507,31454,1409,6,0
3671,28,D,2742,6328,508,17754,2148,12,1
3672,55,A,5090,24814,755,31448,2201,17,3
3673,50,A,4569,14649,1118,21463,1197,16,4
3674,27,A,5415,22621,1163,36849,1356,17,5
3675,44,A,4492,12184,1063,27766,1786,13,3
3676,46,C,2722,6306,850,18398,1625,17,2
3677,32,C,3669,9302,596,37434,1486,12,3
3678,42,C,3728,834,837,21734,1971,16,2
3679,43,C,3570,10393,839,40800,1313,14,3
3680,42,E,6891,66096,1173,32050,1558,17,6
3681,47,C,3694,3405,776,21138,1525,14,3
3682,48,D,1888,2695,450,20051,1598,16,1
3683,51,E,8405,41300,1346,37785,1799,16,7
3684,36,A,5063,17743,929,31135,2141,17,3
3685,38,D,1382,1890,469,20142,1644,14,0
3686,44,B,7370,30936,1243,37769,1575,20,6
3687,46,E,8314,39349,2132,24419,1249,15,8
3688,37,B,6377,22774,967,37900,2027,18,5
3689,36,B,6490,13757,1061,39049,1079,17,6
3690,52,B,7707,43173,1328,32391,1994,20,6
3691,39,E,8447,94393,1472,22256,1691,18,7
3692,34,A,5883,27482,786,15957,1912,16,4
3693,34,D,2756,7115,421,23949,1911,14,1
3694,32,A,5573,33577,1124,33742,1484,16,5
3695,31,C,3791,6928,614,17943,1551,9,3
3696,23,D,2140,2995,377,29135,1763,9,1
3697,21,D,2861,5656,485,22381,1991,8,1
3698,34,E,7952,38770,1297,15770,2150,20,6
3699,50,A,5104,26660,1049,28251,1367,12,4
3700,47,E,8930,99809,1559,21487,1688,16,8
3701,43,D,1811,4300,591,34557,1494,14,1
3702,43,B,5035,29321,1178,35046,2093,15,3
3703,54,D,3625,6859,580,29474,1244,16,3
3704,47,E,7383,34239,2060,18519,1380,18,7
3705,42,C,3591,283,779,35198,1268,19,3
3706,43,A,4735,19219,1166,16923,1507,16,4
3707,41,D,2869,5484,500,37610,1181,12,2
3708,42,D,1001,1476,515,35472,1491,12,0
3709,56,E,7722,46925,2030,17281,1759,21,6
3710,44,B,8594,25444,1292,36160,2090,19,7
3711,49,C,2573,10043,728,37752,2009,15,1
3712,43,D,1979,3598,461,28893,1971,12,1
3713,41,A,4691,17800,801,38865,2299,13,3
3714,39,E,7908,8399,973,27334,1133,19,7
3715,50,E,7925,38772,1596,21339,1406,16,7
3716,60,A,4769,33045,1174,18808,1986,20,3
3717,36,D,2237,4363,482,35003,1271,16,1
3718,36,E,7479,41313,1478,28550,1101,20,7
3719,57,A,4712,30801,845,28733,1611,14,4
3720,36,D,2205,4045,507,19204,1889,10,1
3721,38,A,4886,24427,735,16582,2207,15,3
3722,36,C,3655,10132,755,23957,1819,15,2
3723,55,B,6468,9596,1204,24881,1391,18,6
3724,21,D,2541,4852,494,21075,2365,13,1
3725,34,E,7118,30266,1408,25007,1934,19,6
3726,54,C,3496,1072,425,41571,1338,14,3
3727,40,B,10194,24650,1177,27792,1859,19,9
3728,39,E,8391,67913,1110,34284,1798,18,7
3729,49,B,7231,27790,1118,40827,938,15,7
3730,38,C,3259,7205,616,27112,1893,16,2
3731,33,E,7638,53661,1857,33576,1829,16,6
3732,50,D,2757,5964,474,37752,2121,12,1
3733,28,A,5629,33726,871,23769,2159,17,4
3734,49,A,4618,16109,760,23936,2351,16,3
3735,53,D,2349,3471,459,41204,1321,8,2
3736,53,E,8256,78482,1067,29798,1486,19,7
3737,32,E,7909,20004,1502,30534,1585,20,7
3738,34,C,3253,12747,958,40864,1507,13,2
3739,34,C,3115,9715,626,36280,1901,14,2
3740,35,C,3055,8378,804,24367,950,17,3
3741,44,C,3198,7597,722,26037,1995,16,2
3742,39,C,3359,5171,948,16405,1183,16,3
3743,37,C,3034,7513,926,38871,1504,16,2
3744,63,D,2879,5140,530,33604,1859,14,2
3745,49,D,3308,10828,489,25492,1891,11,2
3746,33,E,8152,103206,1444,41143,1059,17,8
3747,30,E,7755,50392,2002,40831,1708,18,7
3748,41,D,2049,2929,551,25459,1456,11,1
3749,46,E,8148,67892,1995,34177,1453,18,7
3750,44,B,5923,16856,1189,33877,1435,22,5
3751,24,D,1953,3973,511,17145,1715,11,1
3752,42,D,2440,5001,575,37682,1657,11,1
3753,34,E,8563,55413,2265,35870,1368,17,8
3754,26,B,7483,28892,1207,22200,1763,21,6
3755,24,C,3639,3740,751,26485,1867,15,2
3756,30,A,5959,30583,1172,19582,1798,17,5
3757,42,E,7317,54166,1591,37694,1747,15,6
3758,41,D,3680,5539,513,31610,1544,15,3
3759,40,C,3511,8110,709,40285,1283,15,3
3760,53,E,8254,70814,1726,28870,1431,17,7
3761,68,A,4271,10368,861,22439,1974,20,3
3762,30,D,3252,7567,403,17411,2049,16,2
3763,37,E,6881,45394,1404,37063,1907,18,5
3764,47,D,2093,3516,527,24291,1753,15,1
3765,39,D,979,1664,498,30937,1670,9,0
3766,51,D,2127,3593,543,20345,1679,13,1
3767,24,E,7449,36055,1403,29250,2290,19,6
3768,43,D,1909,3350,481,24886,1227,14,1
3769,45,D,2349,4738,462,34557,1213,15,2
3770,39,E,8836,106395,1776,23054,2219,20,7
3771,41,C,3501,10349,692,36949,1876,16,2
3772,39,E,7545,33059,1385,29027,1355,22,7
3773,39,B,7692,9563,1198,28705,1536,19,7
3774,40,D,2748,6596,509,31342,2127,9,1
3775,57,E,7805,27519,1602,39551,2021,18,6
3776,31,B,7734,52149,1163,27252,1323,16,7
3777,39,B,7570,36568,1110,29347,1800,18,6
3778,40,A,5165,19024,696,39572,1648,16,4
3779,36,E,9194,68732,2237,17110,1977,23,8
3780,32,A,5814,22839,1302,25186,1705,16,5
3781,28,B,5928,23628,1341,36870,2299,18,4
3782,52,A,4665,34437,1033,25263,1465,20,4
3783,51,A,5794,26122,1121,34699,1701,14,5
3784,27,E,8424,73953,1720,29193,2030,19,7
3785,30,B,6672,19436,1191,30601,1655,20,6
3786,35,E,8292,74902,1595,15840,1200,18,8
3787,44,E,8852,37682,1660,27519,2088,18,7
3788,46,B,6686,16866,1260,32530,1562,19,6
3789,46,E,8641,72753,1534,29364,2020,21,7
3790,31,D,900,2339,470,39072,1598,13,0
3791,50,B,7177,32992,1057,38776,2207,19,5
3792,40,E,7922,42845,1853,26927,2086,18,6
3793,59,D,3063,6620,469,16119,1737,15,2
3794,34,D,2450,3149,561,25719,2236,14,1
3795,31,B,6898,11900,1348,36260,1790,15,6
3796,56,C,3956,13289,727,21624,1476,12,3
3797,66,B,5755,7040,1282,38694,1700,17,5
3798,43,A,5002,28265,1160,37890,1127,15,4
3799,51,A,5452,3284,936,25672,842,18,5
3800,43,D,2953,6132,522,25384,1713,13,2
3801,38,A,4749,24681,937,21422,1332,15,4
3802,36,E,8365,43764,1979,37278,2049,17,7
3803,35,E,8128,61169,1875,17671,1185,21,7
3804,14,A,5167,31165,1018,26589,1457,18,4
3805,54,D,2516,5409,503,40852,1396,10,2
3806,42,E,7609,44976,2030,22790,1897,20,6
3807,37,C,3698,4506,857,26134,1623,18,3
3808,47,E,7223,2161,1323,24350,2281,16,5
3809,49,B,8249,31808,1439,34626,1953,18,7
3810,59,A,5005,28845,945,24442,1532,16,4
3811,45,C,4216,11935,757,28797,1640,17,3
3812,22,E,8295,66937,1908,37353,1811,15,7
3813,45,A,5244,14208,780,26090,1765,17,4
3814,43,B,9334,30651,1193,16882,1729,15,8
3815,48,B,5682,22287,1118,31374,1185,22,5
3816,47,A,5445,21282,956,35148,1867,20,4
3817,38,A,5512,28144,1178,34145,1728,17,4
3818,62,B,8288,30933,1293,21646,2166,19,7
3819,52,C,2743,8515,876,19659,1577,13,2
3820,39,D,2928,3589,549,27199,1183,11,2
3821,31,B,7765,11716,1099,19908,1226,22,7
3822,45,D,2834,5589,469,39495,1356,11,2
3823,39,C,3484,14239,984,26673,1645,13,2
3824,54,D,2918,6677,450,24629,2021,15,1
3825,37,A,5309,33706,1012,33315,1281,15,5
3826,44,C,3255,10681,749,16562,1785,10,2
3827,40,A,5112,24950,805,20712,1719,20,4
3828,41,C,3158,8792,910,34624,2012,15,2
3829,26,B,6525,24405,1161,37761,1606,17,5
3830,46,C,3440,1232,745,16454,1982,14,2
3831,51,D,2547,6041,512,23652,2065,10,1
3832,51,D,1446,3299,448,40599,1341,10,1
3833,63,B,7456,34882,1137,36475,1295,19,7
3834,20,E,8854,55633,1571,27426,1749,20,8
3835,46,E,7815,88534,1508,22347,1141,20,7
3836,40,A,4171,31903,1061,27688,1667,19,3
3837,34,C,3804,6464,644,41432,1809,16,2
3838,59,E,8818,115359,1577,41704,1912,20,7
3839,46,E,7548,68367,2397,40973,1583,22,6
3840,19,C,3507,12891,803,30015,1521,17,2
3841,54,A,4845,23479,1347,37896,1635,15,4
3842,58,C,4083,12835,951,26448,1164,12,3
3843,51,A,4313,8617,924,32658,1572,17,3
3844,40,A,5042,29878,1276,37208,2117,19,3
3845,31,B,6843,18587,1192,21407,1971,17,5
3846,40,C,3650,11211,973,21269,1601,15,3
3847,50,B,8337,16023,1240,33518,1777,20,7
3848,34,B,7852,29385,1217,24259,1852,19,6
3849,56,E,8019,51293,1492,25977,1589,19,7
3850,35,E,7218,87850,1001,41335,1561,19,6
3851,44,A,5327,23053,1083,31489,2209,14,4
3852,27,D,2688,5797,547,21123,1188,13,2
3853,53,B,6876,26426,985,15969,1281,16,6
3854,30,C,3311,2718,941,29634,1517,18,2
3855,42,A,4943,21014,930,16510,1686,14,4
3856,25,E,6759,57495,2191,20113,1098,20,6
3857,41,A,5061,23712,823,26800,1704,17,4
3858,61,C,3368,10908,832,38003,1608,10,2
3859,33,D,2985,6761,473,41230,872,14,3
3860,46,A,4437,22918,1186,15908,1609,16,3
3861,44,E,8241,59407,1333,34649,1153,19,8
3862,39,B,7948,21352,1338,24512,1636,19,7
3863,64,E,7961,39250,1767,17274,1994,20,6
3864,43,A,4920,32584,608,31911,842,14,5
3865,23,A,4465,32334,818,17013,1217,17,4
3866,34,E,7594,78638,1861,16533,1127,20,7
3867,61,B,6154,22880,1286,19978,1450,19,5
3868,21,B,7630,6931,1181,25688,2033,18,6
3869,34,A,5181,20163,987,26793,1511,15,4
3870,38,C,3997,9942,1074,18324,1404,11,3
3871,45,C,3538,3354,681,30469,1787,14,2
3872,59,A,4900,20023,1056,18295,1141,16,4
3873,36,B,5079,10037,1078,31197,1279,19,4
3874,31,E,7121,39342,1998,32232,1369,19,6
3875,38,D,2806,4788,518,35713,1467,12,2
3876,32,B,6876,10853,1227,17117,1353,17,6
3877,39,C,3534,10516,1009,27341,1421,15,3
3878,38,C,3831,7909,891,22261,1908,14,2
3879,39,D,3161,6289,496,20626,1775,10,2
3880,15,C,3181,2996,892,33355,1097,17,3
3881,55,B,6692,15869,1296,20169,1159,16,6
3882,33,B,5852,13541,1348,40155,1222,20,5
3883,40,D,2671,5128,447,15776,2065,15,1
3884,37,C,3589,9425,808,37298,1329,17,3
3885,40,B,7575,24348,1142,30533,1156,18,7
3886,44,C,3442,12847,753,26995,1068,16,3
3887,49,A,5765,18036,1111,28664,1922,15,4
3888,44,A,4601,25353,928,25593,1645,16,3
3889,17,B,6804,16341,1242,38442,1966,20,5
3890,53,C,3995,2612,725,33543,1702,15,3
3891,35,E,7944,68796,1547,22650,1181,16,7
3892,42,C,3089,8976,576,17446,1881,12,2
3893,37,C,3000,10861,779,34836,1911,14,2
3894,42,D,3282,5749,442,38589,2198,13,2
3895,38,D,2571,5642,470,17047,1658,12,1
3896,50,C,2474,2800,696,21026,2596,9,0
3897,49,E,7904,39319,1563,28736,1846,18,7
3898,42,C,4304,13398,960,18175,1176,15,4
3899,46,C,3163,87,813,31123,1137,15,3
3900,35,A,6145,27373,856,29195,1833,16,5
3901,54,C,3803,12049,834,29512,1972,14,2
3902,60,E,8370,52583,1258,24990,1390,21,7
3903,41,E,8925,88338,1635,32023,1348,19,8
3904,37,B,7527,10861,1244,35148,1797,16,6
3905,43,B,7391,16970,1318,22341,1521,16,6
3906,32,A,5316,23208,1211,21172,1786,21,4
3907,56,B,7007,21863,1166,40605,2061,15,5
3908,49,A,4870,26788,998,23777,1790,17,4
3909,72,D,2170,3560,538,31257,2077,18,1
3910,45,B,6745,17566,1240,36540,1888,17,5
3911,44,B,7921,31082,1130,18413,1399,15,7
3912,42,C,4056,6725,1021,36311,1151,15,3
3913,37,D,3479,5157,544,27489,1806,14,2
3914,31,D,2478,3301,613,33401,1418,14,2
3915,37,C,3061,10866,815,24509,1397,14,2
3916,58,B,7357,24348,1090,41757,2075,18,6
3917,33,B,5955,19730,1259,32011,1361,21,5
3918,39,E,7754,38094,1453,40099,1598,20,7
3919,51,A,5564,19294,1098,32576,1655,17,4
3920,47,B,6356,11925,1369,32048,1458,12,5
3921,48,C,3918,3149,982,27354,1201,17,3
3922,26,C,4081,1604,846,40794,1886,15,3
3923,36,D,2293,3088,502,35257,1801,14,1
3924,44,E,7842,45296,1987,25081,1108,21,7
3925,44,B,8686,34431,1074,23774,1444,14,8
3926,54,A,5345,41949,1106,40170,1779,19,4
3927,53,A,5176,26622,1184,41587,1189,16,4
3928,33,E,7408,53984,1239,41128,1817,19,6
3929,23,E,8467,27268,2028,23187,1311,17,8
3930,38,E,8611,78695,2110,36938,2025,13,7
3931,36,B,7472,18080,1223,16269,1779,19,6
3932,33,B,7519,15871,1106,34412,1653,19,6
3933,39,B,5835,25168,1309,31698,1976,20,4
3934,37,E,7726,35542,1837,32338,2037,16,6
3935,34,A,5377,30148,930,32335,1476,17,4
3936,44,E,9262,56888,1530,27478,1916,17,8
3937,48,D,3792,6466,540,33994,1470,17,3
3938,44,C,3458,3857,861,39478,1766,15,2
3939,39,C,4255,5399,730,16992,2059,15,3
3940,37,C,3882,5880,700,34550,1462,18,3
3941,49,D,2602,4980,462,34826,1420,10,2
3942,41,A,4444,18528,1066,23901,1828,14,3
3943,44,D,3081,6195,467,25421,1933,10,2
3944,38,D,2276,4303,500,26864,1800,16,1
3945,49,C,3755,5930,793,41826,1523,9,3
3946,44,B,6054,18146,1220,36809,1939,17,5
3947,40,C,3430,5105,738,25860,1990,13,2
3948,52,C,2870,9801,659,30366,2296,17,1
3949,20,D,1769,2999,507,37802,1864,12,0
3950,68,E,8888,34757,1791,23114,1786,20,8
3951,41,A,4417,29775,920,22855,2111,20,3
3952,37,B,7641,30828,1213,29787,1955,17,6
3953,42,E,8817,66171,1517,31686,2002,17,7
3954,33,E,8613,56984,2049,18869,1421,18,8
3955,37,E,7789,76438,2219,36830,2007,18,6
3956,34,E,6785,53234,1981,21347,1797,19,5
3957,44,E,6798,27101,1298,41031,1501,19,6
3958,48,C,3556,10706,872,26412,1816,17,2
3959,37,C,3324,4863,872,20347,2096,14,2
3960,46,D,2104,3593,486,29774,1981,13,1
3961,46,C,3885,14024,784,17936,1849,16,3
3962,57,E,8904,100963,1763,24925,2128,17,7
3963,31,A,5006,20954,1162,19633,1269,16,4
3964,48,A,5249,24231,1311,23694,1770,17,4
3965,29,C,3693,1162,764,32150,1983,12,2
3966,28,B,7204,30401,1207,23604,2190,16,6
3967,54,B,5643,11872,1220,26190,2080,18,4
3968,54,C,3705,7996,709,23647,1387,16,3
3969,35,C,4141,10543,769,22991,2250,13,2
3970,39,A,4806,47182,1372,23290,1881,14,3
3971,41,B,5864,5294,1277,35435,1497,12,5
3972,24,A,4888,30956,1045,40930,1828,15,4
3973,28,E,7923,53099,1191,22266,1904,16,7
3974,20,D,1381,2770,527,28187,1611,11,0
3975,30,C,2930,1127,850,18489,1649,15,2
3976,45,D,2398,7146,488,39550,2285,11,1
3977,43,C,3430,12105,793,21863,1969,16,2
3978,44,C,3625,1714,892,30818,1965,13,2
3979,32,B,5892,13565,995,31428,1470,20,5
3980,44,C,2875,5356,698,18833,1170,13,2
3981,25,A,4676,19708,866,16365,1389,14,4
3982,39,C,3871,9970,966,40800,1798,13,3
3983,55,B,8208,13044,1063,26150,1533,19,7
3984,35,C,3002,3727,874,38497,1469,14,2
3985,43,D,3235,8553,512,29784,1778,11,2
3986,36,B,6597,260,1289,28884,1836,18,5
3987,38,A,5419,36500,1065,22885,1593,15,4
3988,56,B,5649,24088,1187,39505,1475,17,5
3989,36,A,5151,21724,911,29242,2078,18,4
3990,31,D,2872,5417,496,36910,2038,12,1
3991,30,E,9145,48953,1395,28408,2099,22,8
3992,36,D,3125,9350,477,29558,1323,10,2
3993,42,A,4920,30600,902,17885,1457,13,4
3994,48,D,2433,6554,576,27361,1567,13,1
3995,28,A,5647,35717,877,26219,1009,15,5
3996,40,A,5402,26764,697,17092,1686,15,4
3997,61,B,5501,8270,1043,17887,2134,16,4
3998,59,D,732,1371,484,24047,1317,14,0
3999,34,C,3070,2799,571,40571,1745,13,2
4000,44,B,7322,8074,1277,18546,1918,13,6
4001,42,E,7462,2695,1017,21597,1129,23,7
4002,40,C,4242,7499,879,35904,1495,16,3
4003,17,E,7578,71091,1702,34789,1920,20,6
4004,38,D,3405,10266,520,24884,1752,9,2
4005,25,E,8591,62354,1970,32291,1913,18,7
4006,22,C,3565,1621,655,25262,1666,14,2
4007,36,D,1875,2975,446,34945,2481,19,0
4008,56,B,6051,16105,1253,39606,1389,20,5
4009,45,B,7450,16347,1296,15690,1517,16,6
4010,30,D,1142,2376,418,37667,1523,15,0
4011,52,B,8594,9491,1182,31849,1987,14,7
4012,33,E,9495,64157,1039,28987,1950,19,8
4013,53,C,4005,14706,946,28033,2179,15,2
4014,55,A,4858,24451,589,20562,1910,17,3
4015,48,E,8609,39871,899,21322,1115,20,8
4016,42,B,8516,6488,1128,37834,1726,19,7
4017,21,B,9895,33348,1259,25517,1975,16,8
4018,42,E,8219,70497,1805,36392,1354,23,7
4019,42,D,1889,4269,536,16406,1546,8,1
4020,30,E,7995,23343,1632,30795,1852,19,7
4021,47,C,3141,5644,617,18871,1799,14,2
4022,38,A,5505,30665,601,25616,1083,18,5
4023,52,A,5163,20570,1220,26079,1765,17,4
4024,36,C,3049,7104,906,19295,1730,15,2
4025,43,E,7252,71176,1529,32731,1716,20,6
4026,43,A,4661,27420,970,39608,1980,16,3
4027,41,D,2018,6248,492,38216,2119,11,0
4028,28,D,1906,3605,452,19521,1742,14,1
4029,26,D,3110,6314,545,40253,2078,11,2
4030,40,E,7515,61276,1652,17133,2114,21,6
4031,37,E,7882,85061,1229,40327,1268,18,7
4032,36,B,9127,27821,1259,20711,2260,17,7
4033,49,D,3044,6992,531,40893,1973,13,2
4034,32,A,5387,23318,1069,18951,1954,17,4
4035,44,E,8908,57212,1487,38878,1880,20,8
4036,36,A,5355,33629,1285,40889,1834,14,4
4037,35,B,6424,26594,1297,18146,1771,17,5
4038,41,D,2691,3208,484,16383,1800,10,1
4039,20,D,2850,5442,492,23130,1533,11,2
4040,34,D,3492,4855,568,27798,1521,17,2
4041,39,A,4980,37134,1275,23179,1736,20,4
4042,36,B,6049,23529,1181,27879,1633,17,5
4043,19,B,8659,19243,1182,16998,1957,20,7
4044,42,B,6907,31712,1292,24423,810,17,7
4045,24,A,4495,31170,1211,26189,2018,16,3
4046,32,C,3734,8991,735,21765,1188,16,3
4047,51,D,2841,7438,458,31621,1749,12,2
4048,39,D,1723,4173,470,24674,1862,13,0
4049,48,D,3832,5864,623,29737,1063,10,3
4050,36,A,4810,4045,1100,26414,2086,18,3
4051,38,C,3882,3057,860,26344,1742,13,3
